P1 http://sverigesradio.se/topsy/direkt/132-ogg.m3u
X1 http://sverigesradio.se/topsy/direkt/132-lo-aac.m3u
P2 http://sverigesradio.se/topsy/direkt/2562-lo-aac.m3u
P3 http://sverigesradio.se/topsy/direkt/164-lo-aac.m3u
P4 http://sverigesradio.se/topsy/direkt/219-lo-aac.m3u

